name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon,Código_CNES,Cod_IBGE,Município,Região_da,CRS,Logradouro,Número_do,Bairro,Latitude,Longitude,M_IPH_UFRGS,address,icon-offset,icon-offset-units,latlong,unnamed (1),UF,BR,Km,Data/Hora inicial,Data/Hora final,Causador,Amplitude,Tipo de prejuízo,Nome do município,Lideranças/Outras informações,informacao,latitude,longitude,situacao,COORDENADAS,BRBM,MUNICÍPIO,SITUAÇÃO,INFORMAÇÕES,OK BRBM,CAMINHÕES,VEÍCULO DE EMERGÊNCIA,VEICULOS LEVES,/,AJUDA HUMANITÁRIA
PRF,"{""@type"":""html"",""value"":""latlong: -29.846965,-51.694907<br>unnamed (1): 118<br>UF: RS<br>BR: 470<br>Km: 331<br>Data/Hora inicial: 2024-05-02 06:00:00<br>Data/Hora final: 2024-05-06 14:20:00<br>Causador: Fenômenos da natureza<br>Amplitude: Total:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: MONTENEGRO<br>Lideranças/Outras informações: Água sobre a pista<br>informacao: BR:470/RS - Km: 331.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos<br>latitude: -29.846965<br>longitude: -51,695<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.846965,-51.694907",,,"-29.846965,-51.694907",118.0,RS,470.0,331.0,2024-05-02 06:00:00,2024-05-06 14:20:00,Fenômenos da natureza,Total:Ambos os sentidos,,MONTENEGRO,Água sobre a pista,BR:470/RS - Km: 331.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos,-29.846965,-51.694907,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -29.221457,-53.669747<br>unnamed (1): 119<br>UF: RS<br>BR: 158<br>Km: 262<br>Data/Hora inicial: 2024-05-02 08:30:00<br>Data/Hora final: 2024-05-02 09:30:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Crescente<br>Tipo de prejuízo: <br>Nome do município: JÚLIO DE CASTILHOS<br>Lideranças/Outras informações: Erosão na base de uma das faixas. DNIT trabalhando na reparação. Local em meia pista (sistema pare e siga). Previsão de liberação para o final da tarde do dia 02/05.<br>informacao: BR:158/RS - Km: 262.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente<br>latitude: -29.221457<br>longitude: -53,67<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.221457,-53.669747",,,"-29.221457,-53.669747",119.0,RS,158.0,262.0,2024-05-02 08:30:00,2024-05-02 09:30:00,Fenômenos da natureza,Parcial:Crescente,,JÚLIO DE CASTILHOS,Erosão na base de uma das faixas. DNIT trabalhando na reparação. Local em meia pista (sistema pare e siga). Previsão de liberação para o final da tarde do dia 02/05.,BR:158/RS - Km: 262.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente,-29.221457,-53.669747,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -28.925148,-51.094474<br>unnamed (1): 120<br>UF: RS<br>BR: 116<br>Km: 108<br>Data/Hora inicial: 2024-05-02 09:27:00<br>Data/Hora final: <br>Causador: Defeito na via<br>Amplitude: Total:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: SÃO MARCOS<br>Lideranças/Outras informações: Rachadura transversal com 60 cm de largura na via.<br>informacao: BR:116/RS - Km: 108.0 - Defeito na via  - Tipo: Interdição - Total:Ambos os sentidos<br>latitude: -28.925148<br>longitude: -51,094<br>situacao: Bloqueio Total""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-28.925148,-51.094474","[32,64]","[""pixels"",""insetPixels""]","-28.925148,-51.094474",120.0,RS,116.0,108.0,2024-05-02 09:27:00,,Defeito na via,Total:Ambos os sentidos,,SÃO MARCOS,Rachadura transversal com 60 cm de largura na via.,BR:116/RS - Km: 108.0 - Defeito na via  - Tipo: Interdição - Total:Ambos os sentidos,-28.925148,-51.094474,Bloqueio Total,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -29.190748,-51.180737<br>unnamed (1): 121<br>UF: RS<br>BR: 116<br>Km: 154<br>Data/Hora inicial: 2024-05-02 09:36:00<br>Data/Hora final: 2024-05-03 15:23:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Crescente<br>Tipo de prejuízo: <br>Nome do município: CAXIAS DO SUL<br>Lideranças/Outras informações: Queda de barreira<br>informacao: BR:116/RS - Km: 154.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente<br>latitude: -29.190748<br>longitude: -51,181<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.190748,-51.180737",,,"-29.190748,-51.180737",121.0,RS,116.0,154.0,2024-05-02 09:36:00,2024-05-03 15:23:00,Fenômenos da natureza,Parcial:Crescente,,CAXIAS DO SUL,Queda de barreira,BR:116/RS - Km: 154.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente,-29.190748,-51.180737,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -29.198731,-51.176296<br>unnamed (1): 122<br>UF: RS<br>BR: 116<br>Km: 155<br>Data/Hora inicial: 2024-05-02 09:40:00<br>Data/Hora final: 2024-05-03 15:20:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Crescente<br>Tipo de prejuízo: <br>Nome do município: CAXIAS DO SUL<br>Lideranças/Outras informações: Queda de barreira<br>informacao: BR:116/RS - Km: 155.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente<br>latitude: -29.198731<br>longitude: -51,176<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.198731,-51.176296",,,"-29.198731,-51.176296",122.0,RS,116.0,155.0,2024-05-02 09:40:00,2024-05-03 15:20:00,Fenômenos da natureza,Parcial:Crescente,,CAXIAS DO SUL,Queda de barreira,BR:116/RS - Km: 155.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente,-29.198731,-51.176296,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -29.20731,-51.177579<br>unnamed (1): 123<br>UF: RS<br>BR: 116<br>Km: 156<br>Data/Hora inicial: 2024-05-02 09:42:00<br>Data/Hora final: 2024-05-03 17:20:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Decrescente<br>Tipo de prejuízo: <br>Nome do município: CAXIAS DO SUL<br>Lideranças/Outras informações: Queda de barreira<br>informacao: BR:116/RS - Km: 156.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Decrescente<br>latitude: -29.20731<br>longitude: -51,178<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.20731,-51.177579",,,"-29.20731,-51.177579",123.0,RS,116.0,156.0,2024-05-02 09:42:00,2024-05-03 17:20:00,Fenômenos da natureza,Parcial:Decrescente,,CAXIAS DO SUL,Queda de barreira,BR:116/RS - Km: 156.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Decrescente,-29.20731,-51.177579,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -29.240194,-51.159333<br>unnamed (1): 124<br>UF: RS<br>BR: 116<br>Km: 161<br>Data/Hora inicial: 2024-05-02 10:33:00<br>Data/Hora final: <br>Causador: Fenômenos da natureza<br>Amplitude: Total:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: CAXIAS DO SUL<br>Lideranças/Outras informações: Queda de barreira<br>informacao: BR:116/RS - Km: 161.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos<br>latitude: -29.240194<br>longitude: -51,159<br>situacao: Bloqueio Total""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.240194,-51.159333","[32,64]","[""pixels"",""insetPixels""]","-29.240194,-51.159333",124.0,RS,116.0,161.0,2024-05-02 10:33:00,,Fenômenos da natureza,Total:Ambos os sentidos,,CAXIAS DO SUL,Queda de barreira,BR:116/RS - Km: 161.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos,-29.240194,-51.159333,Bloqueio Total,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -29.535574,-50.026432<br>unnamed (1): 125<br>UF: RS<br>BR: 101<br>Km: 40<br>Data/Hora inicial: 2024-05-02 10:40:00<br>Data/Hora final: 2024-05-02 16:00:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: TRÊS FORQUILHAS<br>Lideranças/Outras informações: Àgua sobre a pista.<br>informacao: BR:101/RS - Km: 40.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Ambos os sentidos<br>latitude: -29.535574<br>longitude: -50,026<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.535574,-50.026432",,,"-29.535574,-50.026432",125.0,RS,101.0,40.0,2024-05-02 10:40:00,2024-05-02 16:00:00,Fenômenos da natureza,Parcial:Ambos os sentidos,,TRÊS FORQUILHAS,Àgua sobre a pista.,BR:101/RS - Km: 40.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Ambos os sentidos,-29.535574,-50.026432,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -28.111009,-53.42453<br>unnamed (1): 126<br>UF: RS<br>BR: 158<br>Km: 128<br>Data/Hora inicial: 2024-05-02 11:00:00<br>Data/Hora final: 2024-05-03 09:30:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Crescente<br>Tipo de prejuízo: <br>Nome do município: CONDOR<br>Lideranças/Outras informações: Queda de barreira.<br>informacao: BR:158/RS - Km: 128.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente<br>latitude: -28.111009<br>longitude: -53,425<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-28.111009,-53.42453",,,"-28.111009,-53.42453",126.0,RS,158.0,128.0,2024-05-02 11:00:00,2024-05-03 09:30:00,Fenômenos da natureza,Parcial:Crescente,,CONDOR,Queda de barreira.,BR:158/RS - Km: 128.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente,-28.111009,-53.42453,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -29.485285,-53.6836<br>unnamed (1): 127<br>UF: RS<br>BR: 158<br>Km: 292<br>Data/Hora inicial: 2024-05-02 11:29:00<br>Data/Hora final: <br>Causador: Fenômenos da natureza<br>Amplitude: Total:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: ITAARA<br>Lideranças/Outras informações: Bloqueio total feito para evitar o trânsito nos locais de queda, mas liberado para passagem de veículos de moradores em deslocamento dentro da cidade<br>informacao: BR:158/RS - Km: 292.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos<br>latitude: -29.485285<br>longitude: -53,684<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.485285,-53.6836",,,"-29.485285,-53.6836",127.0,RS,158.0,292.0,2024-05-02 11:29:00,,Fenômenos da natureza,Total:Ambos os sentidos,,ITAARA,"Bloqueio total feito para evitar o trânsito nos locais de queda, mas liberado para passagem de veículos de moradores em deslocamento dentro da cidade",BR:158/RS - Km: 292.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos,-29.485285,-53.6836,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -29.527124,-54.686327<br>unnamed (1): 128<br>UF: RS<br>BR: 287<br>Km: 348<br>Data/Hora inicial: 2024-05-02 12:03:00<br>Data/Hora final: 2024-05-02 21:00:00<br>Causador: Fenômenos da natureza<br>Amplitude: Total:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: JAGUARI<br>Lideranças/Outras informações: Água sobre a pista. Trânsito Santiago x Jaguari normal, para São Vicente do Sul rota alternativa por São Francisco de Assis.<br>informacao: BR:287/RS - Km: 348.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos<br>latitude: -29.527124<br>longitude: -54,686<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.527124,-54.686327",,,"-29.527124,-54.686327",128.0,RS,287.0,348.0,2024-05-02 12:03:00,2024-05-02 21:00:00,Fenômenos da natureza,Total:Ambos os sentidos,,JAGUARI,"Água sobre a pista. Trânsito Santiago x Jaguari normal, para São Vicente do Sul rota alternativa por São Francisco de Assis.",BR:287/RS - Km: 348.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos,-29.527124,-54.686327,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -28.090212,-53.405588<br>unnamed (1): 129<br>UF: RS<br>BR: 158<br>Km: 125<br>Data/Hora inicial: 2024-05-02 12:08:00<br>Data/Hora final: 2024-05-03 09:30:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Crescente<br>Tipo de prejuízo: <br>Nome do município: PALMEIRA DAS MISSÕES<br>Lideranças/Outras informações: Queda de barreira.<br>informacao: BR:158/RS - Km: 125.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente<br>latitude: -28.090212<br>longitude: -53,406<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-28.090212,-53.405588",,,"-28.090212,-53.405588",129.0,RS,158.0,125.0,2024-05-02 12:08:00,2024-05-03 09:30:00,Fenômenos da natureza,Parcial:Crescente,,PALMEIRA DAS MISSÕES,Queda de barreira.,BR:158/RS - Km: 125.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente,-28.090212,-53.405588,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -30.001852,-51.304264<br>unnamed (1): 130<br>UF: RS<br>BR: 290<br>Km: 107<br>Data/Hora inicial: 2024-05-02 12:13:00<br>Data/Hora final: 2024-05-03 12:40:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Crescente;Parcial:Decrescente<br>Tipo de prejuízo: <br>Nome do município: ELDORADO DO SUL<br>Lideranças/Outras informações: Acesso a cidade de Eldorado bloqueado.<br>informacao: BR:290/RS - Km: 107.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente;Parcial:Decrescente<br>latitude: -30.001852<br>longitude: -51,304<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-30.001852,-51.304264",,,"-30.001852,-51.304264",130.0,RS,290.0,107.0,2024-05-02 12:13:00,2024-05-03 12:40:00,Fenômenos da natureza,Parcial:Crescente;Parcial:Decrescente,,ELDORADO DO SUL,Acesso a cidade de Eldorado bloqueado.,BR:290/RS - Km: 107.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente;Parcial:Decrescente,-30.001852,-51.304264,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: <br>unnamed (1): 131<br>UF: RS<br>BR: 386<br>Km: 3488<br>Data/Hora inicial: 2024-05-02 12:29:00<br>Data/Hora final: 2024-05-06 19:30:00<br>Causador: Fenômenos da natureza<br>Amplitude: Total:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: LAJEADO<br>Lideranças/Outras informações: Ponte Seca (Havan) - Cheia do rio.<br>informacao: BR:386/RS - Km: 348.8 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos<br>latitude: <br>longitude: <br>situacao: Liberado""}",,,,,,,,,,,,,,,,,,,,,131.0,RS,386.0,3488.0,2024-05-02 12:29:00,2024-05-06 19:30:00,Fenômenos da natureza,Total:Ambos os sentidos,,LAJEADO,Ponte Seca (Havan) - Cheia do rio.,BR:386/RS - Km: 348.8 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos,,,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -30.160499,-52.860802<br>unnamed (1): 133<br>UF: RS<br>BR: 153<br>Km: 419<br>Data/Hora inicial: 2024-05-02 12:58:00<br>Data/Hora final: 2024-05-14 14:00:00<br>Causador: Fenômenos da natureza<br>Amplitude: Total:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: CACHOEIRA DO SUL<br>Lideranças/Outras informações: Água sobre a pista.<br>informacao: BR:153/RS - Km: 419.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos<br>latitude: -30.160499<br>longitude: -52,861<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-30.160499,-52.860802",,,"-30.160499,-52.860802",133.0,RS,153.0,419.0,2024-05-02 12:58:00,2024-05-14 14:00:00,Fenômenos da natureza,Total:Ambos os sentidos,,CACHOEIRA DO SUL,Água sobre a pista.,BR:153/RS - Km: 419.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos,-30.160499,-52.860802,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -29.936613,-53.712903<br>unnamed (1): 134<br>UF: RS<br>BR: 392<br>Km: 326<br>Data/Hora inicial: 2024-05-02 13:07:00<br>Data/Hora final: 2024-05-13 09:09:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: SANTA MARIA<br>Lideranças/Outras informações: Nível do Rio atingiu estrutura da Ponte do Verde - operando no sistema para-e-siga. Treho liberado as 09h09, não há mais pare-siga.<br>informacao: BR:392/RS - Km: 326.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Ambos os sentidos<br>latitude: -29.936613<br>longitude: -53,713<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.936613,-53.712903",,,"-29.936613,-53.712903",134.0,RS,392.0,326.0,2024-05-02 13:07:00,2024-05-13 09:09:00,Fenômenos da natureza,Parcial:Ambos os sentidos,,SANTA MARIA,"Nível do Rio atingiu estrutura da Ponte do Verde - operando no sistema para-e-siga. Treho liberado as 09h09, não há mais pare-siga.",BR:392/RS - Km: 326.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Ambos os sentidos,-29.936613,-53.712903,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -28.424694,-51.494832<br>unnamed (1): 135<br>UF: RS<br>BR: 470<br>Km: 107<br>Data/Hora inicial: 2024-05-02 13:23:00<br>Data/Hora final: 2024-05-05 12:00:00<br>Causador: Fenômenos da natureza<br>Amplitude: Total:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: LAGOA VERMELHA<br>Lideranças/Outras informações: O Departamento Nacional de Infraestrutura de Transportes (DNIT) informa que a BR-470/RS está interditada ao tráfego no segmento entre Barretos (Lagoa Vermelha) e André da Rocha. Em consequência das fortes chuvas no estado, há água sobre a pista em diversos locais, em especial junto a ponte do  Arroio Floriano, km 107.<br>informacao: BR:470/RS - Km: 107.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos<br>latitude: -28.424694<br>longitude: -51,495<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-28.424694,-51.494832",,,"-28.424694,-51.494832",135.0,RS,470.0,107.0,2024-05-02 13:23:00,2024-05-05 12:00:00,Fenômenos da natureza,Total:Ambos os sentidos,,LAGOA VERMELHA,"O Departamento Nacional de Infraestrutura de Transportes (DNIT) informa que a BR-470/RS está interditada ao tráfego no segmento entre Barretos (Lagoa Vermelha) e André da Rocha. Em consequência das fortes chuvas no estado, há água sobre a pista em diversos locais, em especial junto a ponte do  Arroio Floriano, km 107.",BR:470/RS - Km: 107.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos,-28.424694,-51.494832,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -28.947535,-51.554133<br>unnamed (1): 136<br>UF: RS<br>BR: 470<br>Km: 178<br>Data/Hora inicial: 2024-05-02 13:29:00<br>Data/Hora final: <br>Causador: Fenômenos da natureza<br>Amplitude: Total:Ambos os sentidos<br>Tipo de prejuízo: <br>Nome do município: VERANÓPOLIS<br>Lideranças/Outras informações: Queda de barreira - Técnicos da Autarquia monitoram os locais e não há previsão de liberação.<br>informacao: BR:470/RS - Km: 178.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos<br>latitude: -28.947535<br>longitude: -51,554<br>situacao: Bloqueio Total""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-28.947535,-51.554133","[32,64]","[""pixels"",""insetPixels""]","-28.947535,-51.554133",136.0,RS,470.0,178.0,2024-05-02 13:29:00,,Fenômenos da natureza,Total:Ambos os sentidos,,VERANÓPOLIS,Queda de barreira - Técnicos da Autarquia monitoram os locais e não há previsão de liberação.,BR:470/RS - Km: 178.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Ambos os sentidos,-28.947535,-51.554133,Bloqueio Total,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -29.96943644202161,-51.11786018626639<br>unnamed (1): 137<br>UF: RS<br>BR: 290<br>Km: 86<br>Data/Hora inicial: 2024-05-02 15:37:00<br>Data/Hora final: <br>Causador: Fenômenos da natureza<br>Amplitude: Total:Decrescente<br>Tipo de prejuízo: <br>Nome do município: PORTO ALEGRE<br>Lideranças/Outras informações: <br>informacao: BR:290/RS - Km: 86.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Decrescente<br>latitude: -29.96943644202161<br>longitude: -51,118<br>situacao: Bloqueio Total""}",#icon-1899-DB4436,1,#db4436,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-29.96943644202161,-51.11786018626639","[32,64]","[""pixels"",""insetPixels""]","-29.96943644202161,-51.11786018626639",137.0,RS,290.0,86.0,2024-05-02 15:37:00,,Fenômenos da natureza,Total:Decrescente,,PORTO ALEGRE,,BR:290/RS - Km: 86.0 - Fenômenos da natureza  - Tipo: Interdição - Total:Decrescente,-29.96943644202161,-51.11786018626639,Bloqueio Total,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -31.59203,-52.530328<br>unnamed (1): 138<br>UF: RS<br>BR: 392<br>Km: 92<br>Data/Hora inicial: 2024-05-02 15:44:00<br>Data/Hora final: 2024-05-02 20:30:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Decrescente<br>Tipo de prejuízo: <br>Nome do município: MORRO REDONDO<br>Lideranças/Outras informações: Obstruída a faixa no sentido Norte, no local será realizada uma correção de erosão causado ao grande volume de chuva na região, o fluxo fluirá com manobra de PARE e SIGA pela faixa sentido Sul devidamente sinalizado e com viaturas monitorando o local constantemente.<br>A obra terá início dentro e instantes com previsão de término entre a madrugada e início da manhã do dia 03/05.<br>informacao: BR:392/RS - Km: 92.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Decrescente<br>latitude: -31.59203<br>longitude: -52,53<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-31.59203,-52.530328",,,"-31.59203,-52.530328",138.0,RS,392.0,92.0,2024-05-02 15:44:00,2024-05-02 20:30:00,Fenômenos da natureza,Parcial:Decrescente,,MORRO REDONDO,"Obstruída a faixa no sentido Norte, no local será realizada uma correção de erosão causado ao grande volume de chuva na região, o fluxo fluirá com manobra de PARE e SIGA pela faixa sentido Sul devidamente sinalizado e com viaturas monitorando o local constantemente.
A obra terá início dentro e instantes com previsão de término entre a madrugada e início da manhã do dia 03/05.",BR:392/RS - Km: 92.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Decrescente,-31.59203,-52.530328,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -30.360458,-54.259426<br>unnamed (1): 139<br>UF: RS<br>BR: 290<br>Km: 411<br>Data/Hora inicial: 2024-05-02 15:57:00<br>Data/Hora final: 2024-05-08 08:00:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Crescente<br>Tipo de prejuízo: <br>Nome do município: SÃO GABRIEL<br>Lideranças/Outras informações: Erosão no sentido crecente<br>informacao: BR:290/RS - Km: 411.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente<br>latitude: -30.360458<br>longitude: -54,259<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-30.360458,-54.259426",,,"-30.360458,-54.259426",139.0,RS,290.0,411.0,2024-05-02 15:57:00,2024-05-08 08:00:00,Fenômenos da natureza,Parcial:Crescente,,SÃO GABRIEL,Erosão no sentido crecente,BR:290/RS - Km: 411.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente,-30.360458,-54.259426,Liberado,,,,,,,,,,,
PRF,"{""@type"":""html"",""value"":""latlong: -30.35437,-54.147533<br>unnamed (1): 140<br>UF: RS<br>BR: 290<br>Km: 400<br>Data/Hora inicial: 2024-05-02 15:59:00<br>Data/Hora final: 2024-05-08 08:00:00<br>Causador: Fenômenos da natureza<br>Amplitude: Parcial:Crescente<br>Tipo de prejuízo: <br>Nome do município: SANTA MARGARIDA DO SUL<br>Lideranças/Outras informações: Erosão na via<br>informacao: BR:290/RS - Km: 400.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente<br>latitude: -30.35437<br>longitude: -54,148<br>situacao: Liberado""}",#icon-1739-097138,1,#097138,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,,,,,,,,,,,,"-30.35437,-54.147533",,,"-30.35437,-54.147533",140.0,RS,290.0,400.0,2024-05-02 15:59:00,2024-05-08 08:00:00,Fenômenos da natureza,Parcial:Crescente,,SANTA MARGARIDA DO SUL,Erosão na via,BR:290/RS - Km: 400.0 - Fenômenos da natureza  - Tipo: Interdição - Parcial:Crescente,-30.35437,-54.147533,Liberado,,,,,,,,,,,
