name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon,Código_CNES,Cod_IBGE,Município,Região_da,CRS,Logradouro,Número_do,Bairro,Latitude,Longitude,M_IPH_UFRGS
ASSOCIACAO BENEFICENTE OURO BRANCO,"{""@type"":""html"",""value"":""Código_CNES: 2252244<br>Cod_IBGE: 4321451<br>Município: Teutonia<br>Região_da: 30<br>CRS: 16 CRS<br>Logradouro: RUA FERNANDO FERRARI<br>Número_do: 506<br>Bairro: LANGUIRU<br>Latitude: -29.472122<br>Longitude: -51.811932<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2252244.0,4321451.0,Teutonia,30.0,16 CRS,RUA FERNANDO FERRARI,506.0,LANGUIRU,-29.472122,-51.811932,Nao
ASSOCIACAO HOSPITAL NOSSA SENHORA DA PIEDADE,"{""@type"":""html"",""value"":""Código_CNES: 2244128<br>Cod_IBGE: 4313102<br>Município: Nova Palma<br>Região_da: 1<br>CRS: 04 CRS<br>Logradouro: RUA SILVIO GROTTO<br>Número_do: 499<br>Bairro: CENTRO<br>Latitude: -29.470083<br>Longitude: -53.473991<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2244128.0,4313102.0,Nova Palma,1.0,04 CRS,RUA SILVIO GROTTO,499.0,CENTRO,-29.470083,-53.473991,Nao
ASSOCIACAO BENEFICENTE HOSPITAL COMUNITARIO SANTA CLARA,"{""@type"":""html"",""value"":""Código_CNES: 5246407<br>Cod_IBGE: 4316758<br>Município: Santa Clara do Sul<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: CARLOS SCHNORR<br>Número_do: 84<br>Bairro: CENTRO<br>Latitude: -29.4696456<br>Longitude: -52.0834071<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,5246407.0,4316758.0,Santa Clara do Sul,29.0,16 CRS,CARLOS SCHNORR,84.0,CENTRO,-29.4696456,-52.0834071,Nao
SOCIEDADE BENEFICENCIA E CARIDADE DE LAJEADO,"{""@type"":""html"",""value"":""Código_CNES: 2252287<br>Cod_IBGE: 4311403<br>Município: Lajeado<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: AV BENJAMIN CONSTANT<br>Número_do: 881<br>Bairro: CENTRO<br>Latitude: -29.463181<br>Longitude: -51.966526<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2252287.0,4311403.0,Lajeado,29.0,16 CRS,AV BENJAMIN CONSTANT,881.0,CENTRO,-29.463181,-51.966526,Nao
HOSPITAL SAO FRANCISCO DE PAULA,"{""@type"":""html"",""value"":""Código_CNES: 2227770<br>Cod_IBGE: 4318200<br>Município: Sao Francisco de Paula<br>Região_da: 6<br>CRS: 01 CRS<br>Logradouro: RUA FREDERICO TEDESCO<br>Número_do: 117<br>Bairro: CENTRO<br>Latitude: -29.448053<br>Longitude: -50.583489<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2227770.0,4318200.0,Sao Francisco de Paula,6.0,01 CRS,RUA FREDERICO TEDESCO,117.0,CENTRO,-29.448053,-50.583489,Nao
ASSOCIACAO DE SAUDE DE FELIZ,"{""@type"":""html"",""value"":""Código_CNES: 6014194<br>Cod_IBGE: 4308102<br>Município: Feliz<br>Região_da: 26<br>CRS: 05 CRS<br>Logradouro: RUA SANTA CATARINA<br>Número_do: 900<br>Bairro: CENTRO<br>Latitude: -29.447307<br>Longitude: -51.308228<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6014194.0,4308102.0,Feliz,26.0,05 CRS,RUA SANTA CATARINA,900.0,CENTRO,-29.447307,-51.308228,Nao
SOCIEDADE BENEFICENTE HOSPITALAR SAO SALVADOR,"{""@type"":""html"",""value"":""Código_CNES: 2227681<br>Cod_IBGE: 4316501<br>Município: Salvador do Sul<br>Região_da: 8<br>CRS: 01 CRS<br>Logradouro: RUA ELDA TREVISAN<br>Número_do: 20<br>Bairro: CENTRO<br>Latitude: -29.438679<br>Longitude: -51.511563<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2227681.0,4316501.0,Salvador do Sul,8.0,01 CRS,RUA ELDA TREVISAN,20.0,CENTRO,-29.438679,-51.511563,Nao
FUNDACAO DR HOMERO LIMA MENEZES,"{""@type"":""html"",""value"":""Código_CNES: 6560830<br>Cod_IBGE: 4320701<br>Município: Sobradinho<br>Região_da: 27<br>CRS: 08 CRS<br>Logradouro: RUA DR HOMERO LIMA MENEZES<br>Número_do: 157<br>Bairro: CENTRO<br>Latitude: -29.42006<br>Longitude: -53.0287<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6560830.0,4320701.0,Sobradinho,27.0,08 CRS,RUA DR HOMERO LIMA MENEZES,157.0,CENTRO,-29.42006,-53.0287,Nao
CASA DE SAUDE DR HOMERO LIMA MENEZES LTDA,"{""@type"":""html"",""value"":""Código_CNES: 2234408<br>Cod_IBGE: 4320701<br>Município: Sobradinho<br>Região_da: 27<br>CRS: 08 CRS<br>Logradouro: RUA DR HOMERO LIMA MENEZES<br>Número_do: 157<br>Bairro: CENTRO<br>Latitude: -29.420059<br>Longitude: -53.028699<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2234408.0,4320701.0,Sobradinho,27.0,08 CRS,RUA DR HOMERO LIMA MENEZES,157.0,CENTRO,-29.420059,-53.028699,Nao
CASA DE SAUDE DR SEBASTIANY LTDA,"{""@type"":""html"",""value"":""Código_CNES: 2234394<br>Cod_IBGE: 4320701<br>Município: Sobradinho<br>Região_da: 27<br>CRS: 08 CRS<br>Logradouro: AVENIDA JOAO ANTONIO<br>Número_do: 747<br>Bairro: CENTRO<br>Latitude: -29.4130456<br>Longitude: -53.0264211<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2234394.0,4320701.0,Sobradinho,27.0,08 CRS,AVENIDA JOAO ANTONIO,747.0,CENTRO,-29.4130456,-53.0264211,Nao
ASSOCIACAO CULTURAL RECREATIVA E BENEFICIENTE S MARCOS,"{""@type"":""html"",""value"":""Código_CNES: 9016554<br>Cod_IBGE: 4320701<br>Município: Sobradinho<br>Região_da: 27<br>CRS: 08 CRS<br>Logradouro: JOAO ANTONIO<br>Número_do: 747<br>Bairro: CENTRO<br>Latitude: -29.412984<br>Longitude: -53.02636<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,9016554.0,4320701.0,Sobradinho,27.0,08 CRS,JOAO ANTONIO,747.0,CENTRO,-29.412984,-53.02636,Nao
SOCIEDADE SULINA DIVINA PROVIDENCIA,"{""@type"":""html"",""value"":""Código_CNES: 2252198<br>Cod_IBGE: 4301008<br>Município: Arroio do Meio<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: RUA JULIO DE CASTILHOS<br>Número_do: 314<br>Bairro: CENTRO<br>Latitude: -29.401473<br>Longitude: -51.947323<br>M_IPH_UFRGS: Sim""}",#icon-1807-FFD600,1,#ffd600,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2252198.0,4301008.0,Arroio do Meio,29.0,16 CRS,RUA JULIO DE CASTILHOS,314.0,CENTRO,-29.401473,-51.947323,Sim
HOSPITAL DE CARIDADE SAO JOSE,"{""@type"":""html"",""value"":""Código_CNES: 2252066<br>Cod_IBGE: 4320453<br>Município: Serio<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: RUA MAURICIO CARDOSO<br>Número_do: 940<br>Bairro: CENTRO<br>Latitude: -29.385068<br>Longitude: -52.267096<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2252066.0,4320453.0,Serio,29.0,16 CRS,RUA MAURICIO CARDOSO,940.0,CENTRO,-29.385068,-52.267096,Nao
ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE,"{""@type"":""html"",""value"":""Código_CNES: 7365640<br>Cod_IBGE: 4309100<br>Município: Gramado<br>Região_da: 23<br>CRS: 05 CRS<br>Logradouro: RUA MADRE VERONICA<br>Número_do: 396<br>Bairro: CENTRO<br>Latitude: -29.3769463<br>Longitude: -50.8701865<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,7365640.0,4309100.0,Gramado,23.0,05 CRS,RUA MADRE VERONICA,396.0,CENTRO,-29.3769463,-50.8701865,Nao
ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE,"{""@type"":""html"",""value"":""Código_CNES: 2241153<br>Cod_IBGE: 4309100<br>Município: Gramado<br>Região_da: 23<br>CRS: 05 CRS<br>Logradouro: RUA MADRE VERONICA<br>Número_do: 396<br>Bairro: CENTRO<br>Latitude: -29.376916<br>Longitude: -50.870175<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2241153.0,4309100.0,Gramado,23.0,05 CRS,RUA MADRE VERONICA,396.0,CENTRO,-29.376916,-50.870175,Nao
ORDEM AUXILIADORA SENHORAS ENVANGELICAS NOVA PETROPOLIS,"{""@type"":""html"",""value"":""Código_CNES: 2241102<br>Cod_IBGE: 4313201<br>Município: Nova Petropolis<br>Região_da: 23<br>CRS: 05 CRS<br>Logradouro: RUA PASTOR H HUNSCHE<br>Número_do: 823<br>Bairro: CENTRO<br>Latitude: -29.374175<br>Longitude: -51.117774<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2241102.0,4313201.0,Nova Petropolis,23.0,05 CRS,RUA PASTOR H HUNSCHE,823.0,CENTRO,-29.374175,-51.117774,Nao
HOSPITAL DE CARIDADE DE CANELA,"{""@type"":""html"",""value"":""Código_CNES: 2235609<br>Cod_IBGE: 4304408<br>Município: Canela<br>Região_da: 23<br>CRS: 05 CRS<br>Logradouro: AVENIDA VISCONDE DE MAUA<br>Número_do: 143<br>Bairro: CENTRO<br>Latitude: -29.360876<br>Longitude: -50.808367<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2235609.0,4304408.0,Canela,23.0,05 CRS,AVENIDA VISCONDE DE MAUA,143.0,CENTRO,-29.360876,-50.808367,Nao
CASA DE SAUDE SAO JOSE,"{""@type"":""html"",""value"":""Código_CNES: 2244209<br>Cod_IBGE: 4314472<br>Município: Pinhal Grande<br>Região_da: 1<br>CRS: 04 CRS<br>Logradouro: RUA CEZAR RUBIN<br>Número_do: 324<br>Bairro: CENTRO<br>Latitude: -29.347122<br>Longitude: -53.307757<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2244209.0,4314472.0,Pinhal Grande,1.0,04 CRS,RUA CEZAR RUBIN,324.0,CENTRO,-29.347122,-53.307757,Nao
ASSOCIACAO CULT RECREATIVA BENEFICENTE SAO MARCOS,"{""@type"":""html"",""value"":""Código_CNES: 2234475<br>Cod_IBGE: 4320263<br>Município: Segredo<br>Região_da: 27<br>CRS: 08 CRS<br>Logradouro: RUA DOS IMIGRANTES<br>Número_do: 713<br>Bairro: CENTRO<br>Latitude: -29.341435<br>Longitude: -52.979212<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2234475.0,4320263.0,Segredo,27.0,08 CRS,RUA DOS IMIGRANTES,713.0,CENTRO,-29.341435,-52.979212,Nao
ASSOCIACAO EDUCADORA SAO CARLOS,"{""@type"":""html"",""value"":""Código_CNES: 2707950<br>Cod_IBGE: 4321501<br>Município: Torres<br>Região_da: 4<br>CRS: 18 CRS<br>Logradouro: MANOEL JOSE DE MATOS PEREIRA<br>Número_do: 260<br>Bairro: CENTRO<br>Latitude: -29.335034<br>Longitude: -49.728047<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2707950.0,4321501.0,Torres,4.0,18 CRS,MANOEL JOSE DE MATOS PEREIRA,260.0,CENTRO,-29.335034,-49.728047,Nao
ASSOCIACAO BENEFICENTE SANTA ROSA DE LIMA,"{""@type"":""html"",""value"":""Código_CNES: 2234424<br>Cod_IBGE: 4301206<br>Município: Arroio do Tigre<br>Região_da: 27<br>CRS: 08 CRS<br>Logradouro: RUA DOM GUILHERME MULLER<br>Número_do: 932<br>Bairro: CENTRO<br>Latitude: -29.334813<br>Longitude: -53.091997<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2234424.0,4301206.0,Arroio do Tigre,27.0,08 CRS,RUA DOM GUILHERME MULLER,932.0,CENTRO,-29.334813,-53.091997,Nao
ASSOCIACAO HOSPITALAR MARQUES DE SOUZA,"{""@type"":""html"",""value"":""Código_CNES: 2252007<br>Cod_IBGE: 4312054<br>Município: Marques de Souza<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: RUA 10 DE NOVEMBRO<br>Número_do: 806<br>Bairro: CENTRO<br>Latitude: -29.32717<br>Longitude: -52.092644<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2252007.0,4312054.0,Marques de Souza,29.0,16 CRS,RUA 10 DE NOVEMBRO,806.0,CENTRO,-29.32717,-52.092644,Nao
ASSOCIACAO BENEF HOSP SAO RAFAEL ARCANJO,"{""@type"":""html"",""value"":""Código_CNES: 2252058<br>Cod_IBGE: 4302451<br>Município: Boqueirao do Leão<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: TRAVESSA EUGENIO FRANCIOSI<br>Número_do: 940<br>Bairro: CENTRO<br>Latitude: -29.299498<br>Longitude: -52.424009<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2252058.0,4302451.0,Boqueirao do Leão,29.0,16 CRS,TRAVESSA EUGENIO FRANCIOSI,940.0,CENTRO,-29.299498,-52.424009,Nao
HOSPITAL BENEFICENTE SAO ROQUE,"{""@type"":""html"",""value"":""Código_CNES: 2241137<br>Cod_IBGE: 4304804<br>Município: Carlos Barbosa<br>Região_da: 25<br>CRS: 05 CRS<br>Logradouro: AV PRESIDENTE KENNEDY<br>Número_do: 343<br>Bairro: AURORA<br>Latitude: -29.295893<br>Longitude: -51.498198<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2241137.0,4304804.0,Carlos Barbosa,25.0,05 CRS,AV PRESIDENTE KENNEDY,343.0,AURORA,-29.295893,-51.498198,Nao
SOCIEDADE BENEFICENTE ROQUE GONZALES,"{""@type"":""html"",""value"":""Código_CNES: 2252147<br>Cod_IBGE: 4315800<br>Município: Roca Sales<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: AV GENERAL OSORIO<br>Número_do: 70<br>Bairro: CENTRO<br>Latitude: -29.283405<br>Longitude: -51.869616<br>M_IPH_UFRGS: Sim""}",#icon-1807-FFD600,1,#ffd600,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2252147.0,4315800.0,Roca Sales,29.0,16 CRS,AV GENERAL OSORIO,70.0,CENTRO,-29.283405,-51.869616,Sim
HOSPITAL BENEFICENTE SAO PEDRO,"{""@type"":""html"",""value"":""Código_CNES: 2257645<br>Cod_IBGE: 4308607<br>Município: Garibaldi<br>Região_da: 25<br>CRS: 05 CRS<br>Logradouro: RUA 31 DE OUTUBRO<br>Número_do: 7<br>Bairro: CENTRO<br>Latitude: -29.253891<br>Longitude: -51.533831<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2257645.0,4308607.0,Garibaldi,25.0,05 CRS,RUA 31 DE OUTUBRO,7.0,CENTRO,-29.253891,-51.533831,Nao
SOCIEDADE SULINA DIVINA PROVIDENCIA,"{""@type"":""html"",""value"":""Código_CNES: 2252082<br>Cod_IBGE: 4315156<br>Município: Progresso<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: RUA CORONEL FETT FILHO<br>Número_do: 50<br>Bairro: CENTRO<br>Latitude: -29.242395<br>Longitude: -52.309578<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2252082.0,4315156.0,Progresso,29.0,16 CRS,RUA CORONEL FETT FILHO,50.0,CENTRO,-29.242395,-52.309578,Nao
BENEFICENCIA CAMILIANA DO SUL,"{""@type"":""html"",""value"":""Código_CNES: 2252228<br>Cod_IBGE: 4306809<br>Município: Encantado<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: JULIO DE CASTILHOS<br>Número_do: 791<br>Bairro: CENTRO<br>Latitude: -29.238664<br>Longitude: -51.865762<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2252228.0,4306809.0,Encantado,29.0,16 CRS,JULIO DE CASTILHOS,791.0,CENTRO,-29.238664,-51.865762,Nao
HOSPITAL BERNARDINA SALLES DE BARROS,"{""@type"":""html"",""value"":""Código_CNES: 2244098<br>Cod_IBGE: 4311205<br>Município: Júlio de Castilhos<br>Região_da: 1<br>CRS: 04 CRS<br>Logradouro: RUA ANTONIO CARBONE<br>Número_do: 0<br>Bairro: CENTRO<br>Latitude: -29.226993<br>Longitude: -53.677561<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2244098.0,4311205.0,Júlio de Castilhos,1.0,04 CRS,RUA ANTONIO CARBONE,0.0,CENTRO,-29.226993,-53.677561,Nao
HOSPITAL BENEFICENTE SAO CARLOS,"{""@type"":""html"",""value"":""Código_CNES: 2240335<br>Cod_IBGE: 4307906<br>Município: Farroupilha<br>Região_da: 26<br>CRS: 05 CRS<br>Logradouro: RUA DA REPUBLICA<br>Número_do: 51<br>Bairro: CENTRO<br>Latitude: -29.226812<br>Longitude: -51.34927<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2240335.0,4307906.0,Farroupilha,26.0,05 CRS,RUA DA REPUBLICA,51.0,CENTRO,-29.226812,-51.34927,Nao
ASSOCIACAO HOSPITALAR SAO JOAO BATISTA,"{""@type"":""html"",""value"":""Código_CNES: 2252112<br>Cod_IBGE: 4313003<br>Município: Nova Brescia<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: AVENIDA BENTO GONCALVES<br>Número_do: 1184<br>Bairro: CENTRO<br>Latitude: -29.214601<br>Longitude: -52.025573<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2252112.0,4313003.0,Nova Brescia,29.0,16 CRS,AVENIDA BENTO GONCALVES,1184.0,CENTRO,-29.214601,-52.025573,Nao
HOSPITAL DE CARIDADE DE SANTIAGO,"{""@type"":""html"",""value"":""Código_CNES: 2244357<br>Cod_IBGE: 4317400<br>Município: Santiago<br>Região_da: 2<br>CRS: 04 CRS<br>Logradouro: RUA SETE DE SETEMBRO<br>Número_do: 570<br>Bairro: CENTRO<br>Latitude: -29.197638<br>Longitude: -54.866164<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2244357.0,4317400.0,Santiago,2.0,04 CRS,RUA SETE DE SETEMBRO,570.0,CENTRO,-29.197638,-54.866164,Nao
HOSPITAL DE GUARNICAO DE SANTIAGO,"{""@type"":""html"",""value"":""Código_CNES: 2244349<br>Cod_IBGE: 4317400<br>Município: Santiago<br>Região_da: 2<br>CRS: 04 CRS<br>Logradouro: BENTO GONCALVES<br>Número_do: 2500<br>Bairro: CENTRO<br>Latitude: -29.1971455<br>Longitude: -54.8700013<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2244349.0,4317400.0,Santiago,2.0,04 CRS,BENTO GONCALVES,2500.0,CENTRO,-29.1971455,-54.8700013,Nao
CLINICA CIRURGICA BENTO GONCALVES LTDA ME,"{""@type"":""html"",""value"":""Código_CNES: 6275508<br>Cod_IBGE: 4302105<br>Município: Bento Goncalves<br>Região_da: 25<br>CRS: 05 CRS<br>Logradouro: RUA XINGU<br>Número_do: 577<br>Bairro: SAO BENTO<br>Latitude: -29.1704639<br>Longitude: -51.5085607<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6275508.0,4302105.0,Bento Goncalves,25.0,05 CRS,RUA XINGU,577.0,SAO BENTO,-29.1704639,-51.5085607,Nao
PIO SODALICIO DAS DAMAS DE CARIDADE DE CAXIAS DO SUL,"{""@type"":""html"",""value"":""Código_CNES: 2223546<br>Cod_IBGE: 4305108<br>Município: Caxias do Sul<br>Região_da: 23<br>CRS: 05 CRS<br>Logradouro: AV JULIO DE CASTILHOS<br>Número_do: 2163<br>Bairro: CENTRO<br>Latitude: -29.167374<br>Longitude: -51.183618<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2223546.0,4305108.0,Caxias do Sul,23.0,05 CRS,AV JULIO DE CASTILHOS,2163.0,CENTRO,-29.167374,-51.183618,Nao
ASSOCIACAO DR BARTHOLOMEU TACCHINI,"{""@type"":""html"",""value"":""Código_CNES: 2241021<br>Cod_IBGE: 4302105<br>Município: Bento Goncalves<br>Região_da: 25<br>CRS: 05 CRS<br>Logradouro: RUA JOSE MARIO MONACO<br>Número_do: 358<br>Bairro: CENTRO<br>Latitude: -29.167332<br>Longitude: -51.514586<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2241021.0,4302105.0,Bento Goncalves,25.0,05 CRS,RUA JOSE MARIO MONACO,358.0,CENTRO,-29.167332,-51.514586,Nao
ASSOCIACAO BENEFICENTE DE MUCUM ABM,"{""@type"":""html"",""value"":""Código_CNES: 2707942<br>Cod_IBGE: 4312609<br>Município: Mucum<br>Região_da: 29<br>CRS: 16 CRS<br>Logradouro: RUA PINHEIRO MACHADO<br>Número_do: 342<br>Bairro: CENTRO<br>Latitude: -29.167029<br>Longitude: -51.870134<br>M_IPH_UFRGS: Sim""}",#icon-1807-FFD600,1,#ffd600,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2707942.0,4312609.0,Mucum,29.0,16 CRS,RUA PINHEIRO MACHADO,342.0,CENTRO,-29.167029,-51.870134,Sim
MUNICIPIO DE BENTO GONCALVES,"{""@type"":""html"",""value"":""Código_CNES: 133973<br>Cod_IBGE: 4302105<br>Município: Bento Goncalves<br>Região_da: 25<br>CRS: 05 CRS<br>Logradouro: RUA ALBERTO PASQUALINI<br>Número_do: 165<br>Bairro: BOTAFOGO<br>Latitude: -29.1667089<br>Longitude: -51.5169861<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,133973.0,4302105.0,Bento Goncalves,25.0,05 CRS,RUA ALBERTO PASQUALINI,165.0,BOTAFOGO,-29.1667089,-51.5169861,Nao
UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SMEDLTDA,"{""@type"":""html"",""value"":""Código_CNES: 3356868<br>Cod_IBGE: 4305108<br>Município: Caxias do Sul<br>Região_da: 23<br>CRS: 05 CRS<br>Logradouro: RUA CARLOS BIANCHINI<br>Número_do: 1744<br>Bairro: MARECHAL FLORIANO<br>Latitude: -29.16466<br>Longitude: -51.200877<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,3356868.0,4305108.0,Caxias do Sul,23.0,05 CRS,RUA CARLOS BIANCHINI,1744.0,MARECHAL FLORIANO,-29.16466,-51.200877,Nao
HOSPITAL SAUDE LTDA,"{""@type"":""html"",""value"":""Código_CNES: 2223597<br>Cod_IBGE: 4305108<br>Município: Caxias do Sul<br>Região_da: 23<br>CRS: 05 CRS<br>Logradouro: RUA VINTE DE SETEMBRO<br>Número_do: 2311<br>Bairro: CENTRO<br>Latitude: -29.164654<br>Longitude: -51.183509<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2223597.0,4305108.0,Caxias do Sul,23.0,05 CRS,RUA VINTE DE SETEMBRO,2311.0,CENTRO,-29.164654,-51.183509,Nao
UNIMED NORDESTE RS SOCIEDADE COOP DE SERV MEDICOS LTDA,"{""@type"":""html"",""value"":""Código_CNES: 9728317<br>Cod_IBGE: 4305108<br>Município: Caxias do Sul<br>Região_da: 23<br>CRS: 05 CRS<br>Logradouro: CARLOS BIANCHINI<br>Número_do: 2020<br>Bairro: MARECHAL FLORIANO<br>Latitude: -29.16263<br>Longitude: -51.197052<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,9728317.0,4305108.0,Caxias do Sul,23.0,05 CRS,CARLOS BIANCHINI,2020.0,MARECHAL FLORIANO,-29.16263,-51.197052,Nao
FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL,"{""@type"":""html"",""value"":""Código_CNES: 2223538<br>Cod_IBGE: 4305108<br>Município: Caxias do Sul<br>Região_da: 23<br>CRS: 05 CRS<br>Logradouro: RUA PROFESSOR ANTONIO VIGNOLLI<br>Número_do: 255<br>Bairro: PETROPOLIS<br>Latitude: -29.161092<br>Longitude: -51.156235<br>M_IPH_UFRGS: Nao""}",#icon-1807-01579B,1,#01579b,1,https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2223538.0,4305108.0,Caxias do Sul,23.0,05 CRS,RUA PROFESSOR ANTONIO VIGNOLLI,255.0,PETROPOLIS,-29.161092,-51.156235,Nao
